rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,err_wrong_element_length,err_bad_element_structure,err_failed_time,err_bad_uppercase_character,err_bad_lowercase_character,err_bad_character
1722883528961226100,,97,,1722883528,960760593,"""parsed encoder diag""",0,0,0,0,0,0
1722883528971123514,,98,,1722883528,970703601,"""parsed encoder diag""",0,0,0,0,0,0
1722883528981546369,,99,,1722883528,981153726,"""parsed encoder diag""",0,0,0,0,0,0
1722883528991340564,,100,,1722883528,990835189,"""parsed encoder diag""",0,0,0,0,0,0
1722883529001418255,,101,,1722883529,795364,"""parsed encoder diag""",0,0,0,0,0,0
1722883529011270937,,102,,1722883529,10775327,"""parsed encoder diag""",0,0,0,0,0,0
1722883529021458256,,103,,1722883529,21042108,"""parsed encoder diag""",0,0,0,0,0,0
1722883529031391435,,104,,1722883529,30866146,"""parsed encoder diag""",0,0,0,0,0,0
1722883529041202988,,105,,1722883529,40730714,"""parsed encoder diag""",0,0,0,0,0,0
1722883529051169868,,106,,1722883529,50737619,"""parsed encoder diag""",0,0,0,0,0,0
1722883529061238993,,107,,1722883529,60840129,"""parsed encoder diag""",0,0,0,0,0,0
1722883529071936874,,108,,1722883529,71301937,"""parsed encoder diag""",0,0,0,0,0,0
1722883529082225947,,109,,1722883529,81677913,"""parsed encoder diag""",0,0,0,0,0,0
1722883529092052515,,110,,1722883529,91403007,"""parsed encoder diag""",0,0,0,0,0,0
1722883529101044127,,111,,1722883529,100607633,"""parsed encoder diag""",0,0,0,0,0,0
1722883529110838792,,112,,1722883529,110492467,"""parsed encoder diag""",0,0,0,0,0,0
1722883529120718809,,113,,1722883529,120377779,"""parsed encoder diag""",0,0,0,0,0,0
1722883529131090425,,114,,1722883529,130858182,"""parsed encoder diag""",0,0,0,0,0,0
1722883529140725456,,115,,1722883529,140440225,"""parsed encoder diag""",0,0,0,0,0,0
1722883529150644035,,116,,1722883529,150363683,"""parsed encoder diag""",0,0,0,0,0,0
1722883529160504939,,117,,1722883529,160278797,"""parsed encoder diag""",0,0,0,0,0,0
1722883529170435024,,118,,1722883529,170226573,"""parsed encoder diag""",0,0,0,0,0,0
1722883529181996266,,119,,1722883529,181321620,"""parsed encoder diag""",0,0,0,0,0,0
1722883529192141684,,120,,1722883529,191427230,"""parsed encoder diag""",0,0,0,0,0,0
1722883529202194016,,121,,1722883529,201497077,"""parsed encoder diag""",0,0,0,0,0,0
1722883529212116394,,122,,1722883529,211487293,"""parsed encoder diag""",0,0,0,0,0,0
1722883529221789825,,123,,1722883529,221288442,"""parsed encoder diag""",0,0,0,0,0,0
1722883529231086315,,124,,1722883529,230651140,"""parsed encoder diag""",0,0,0,0,0,0
1722883529240640652,,125,,1722883529,240401506,"""parsed encoder diag""",0,0,0,0,0,0
1722883529250513140,,126,,1722883529,250306129,"""parsed encoder diag""",0,0,0,0,0,0
1722883529260331717,,127,,1722883529,260127305,"""parsed encoder diag""",0,0,0,0,0,0
1722883529270439013,,128,,1722883529,270207166,"""parsed encoder diag""",0,0,0,0,0,0
1722883529280457215,,129,,1722883529,280257463,"""parsed encoder diag""",0,0,0,0,0,0
1722883529290407312,,130,,1722883529,290220260,"""parsed encoder diag""",0,0,0,0,0,0
1722883529300467000,,131,,1722883529,300260066,"""parsed encoder diag""",0,0,0,0,0,0
1722883529310787826,,132,,1722883529,310452461,"""parsed encoder diag""",0,0,0,0,0,0
1722883529320744913,,133,,1722883529,320437431,"""parsed encoder diag""",0,0,0,0,0,0
1722883529331055414,,134,,1722883529,330794095,"""parsed encoder diag""",0,0,0,0,0,0
1722883529340626925,,135,,1722883529,340377807,"""parsed encoder diag""",0,0,0,0,0,0
1722883529350986049,,136,,1722883529,350646972,"""parsed encoder diag""",0,0,0,0,0,0
1722883529361312381,,137,,1722883529,360858201,"""parsed encoder diag""",0,0,0,0,0,0
1722883529371438700,,138,,1722883529,370913982,"""parsed encoder diag""",0,0,0,0,0,0
1722883529381624594,,139,,1722883529,381068468,"""parsed encoder diag""",0,0,0,0,0,0
1722883529391160394,,140,,1722883529,390713691,"""parsed encoder diag""",0,0,0,0,0,0
1722883529401060693,,141,,1722883529,400600671,"""parsed encoder diag""",0,0,0,0,0,0
1722883529411126546,,142,,1722883529,410690546,"""parsed encoder diag""",0,0,0,0,0,0
1722883529422018519,,143,,1722883529,421374797,"""parsed encoder diag""",0,0,0,0,0,0
1722883529432116102,,144,,1722883529,431493520,"""parsed encoder diag""",0,0,0,0,0,0
1722883529442064340,,145,,1722883529,441426038,"""parsed encoder diag""",0,0,0,0,0,0
1722883529452022437,,146,,1722883529,451352357,"""parsed encoder diag""",0,0,0,0,0,0
1722883529461283202,,147,,1722883529,460832118,"""parsed encoder diag""",0,0,0,0,0,0
1722883529470735922,,148,,1722883529,470403432,"""parsed encoder diag""",0,0,0,0,0,0
1722883529480656667,,149,,1722883529,480254173,"""parsed encoder diag""",0,0,0,0,0,0
1722883529490417223,,150,,1722883529,490214586,"""parsed encoder diag""",0,0,0,0,0,0
1722883529500385125,,151,,1722883529,500182628,"""parsed encoder diag""",0,0,0,0,0,0
1722883529510383000,,152,,1722883529,510177135,"""parsed encoder diag""",0,0,0,0,0,0
1722883529520592052,,153,,1722883529,520313024,"""parsed encoder diag""",0,0,0,0,0,0
1722883529530529191,,154,,1722883529,530336141,"""parsed encoder diag""",0,0,0,0,0,0
1722883529540573426,,155,,1722883529,540327310,"""parsed encoder diag""",0,0,0,0,0,0
1722883529550915091,,156,,1722883529,550561904,"""parsed encoder diag""",0,0,0,0,0,0
1722883529561137394,,157,,1722883529,560727834,"""parsed encoder diag""",0,0,0,0,0,0
1722883529571141887,,158,,1722883529,570745229,"""parsed encoder diag""",0,0,0,0,0,0
1722883529581118962,,159,,1722883529,580711841,"""parsed encoder diag""",0,0,0,0,0,0
1722883529591455647,,160,,1722883529,590852499,"""parsed encoder diag""",0,0,0,0,0,0
1722883529601179307,,161,,1722883529,600745677,"""parsed encoder diag""",0,0,0,0,0,0
1722883529611080316,,162,,1722883529,610728502,"""parsed encoder diag""",0,0,0,0,0,0
1722883529621027568,,163,,1722883529,620620250,"""parsed encoder diag""",0,0,0,0,0,0
1722883529631075136,,164,,1722883529,630659818,"""parsed encoder diag""",0,0,0,0,0,0
1722883529640737683,,165,,1722883529,640501976,"""parsed encoder diag""",0,0,0,0,0,0
1722883529650848507,,166,,1722883529,650535583,"""parsed encoder diag""",0,0,0,0,0,0
1722883529660776470,,167,,1722883529,660380363,"""parsed encoder diag""",0,0,0,0,0,0
1722883529670753312,,168,,1722883529,670367717,"""parsed encoder diag""",0,0,0,0,0,0
1722883529680751869,,169,,1722883529,680437803,"""parsed encoder diag""",0,0,0,0,0,0
1722883529690995268,,170,,1722883529,690727949,"""parsed encoder diag""",0,0,0,0,0,0
1722883529700713364,,171,,1722883529,700351953,"""parsed encoder diag""",0,0,0,0,0,0
1722883529710667270,,172,,1722883529,710425138,"""parsed encoder diag""",0,0,0,0,0,0
1722883529721028276,,173,,1722883529,720621347,"""parsed encoder diag""",0,0,0,0,0,0
1722883529731203867,,174,,1722883529,730787992,"""parsed encoder diag""",0,0,0,0,0,0
1722883529741304530,,175,,1722883529,740860700,"""parsed encoder diag""",0,0,0,0,0,0
1722883529751201265,,176,,1722883529,750850915,"""parsed encoder diag""",0,0,0,0,0,0
1722883529761233232,,177,,1722883529,760890007,"""parsed encoder diag""",0,0,0,0,0,0
1722883529771514722,,178,,1722883529,771027803,"""parsed encoder diag""",0,0,0,0,0,0
1722883529781062739,,179,,1722883529,780675888,"""parsed encoder diag""",0,0,0,0,0,0
1722883529791061473,,180,,1722883529,790731668,"""parsed encoder diag""",0,0,0,0,0,0
1722883529801066703,,181,,1722883529,800697803,"""parsed encoder diag""",0,0,0,0,0,0
1722883529810970393,,182,,1722883529,810653924,"""parsed encoder diag""",0,0,0,0,0,0
1722883529820981725,,183,,1722883529,820644617,"""parsed encoder diag""",0,0,0,0,0,0
1722883529830922363,,184,,1722883529,830596446,"""parsed encoder diag""",0,0,0,0,0,0
1722883529840798944,,185,,1722883529,840513944,"""parsed encoder diag""",0,0,0,0,0,0
1722883529851054886,,186,,1722883529,850821018,"""parsed encoder diag""",0,0,0,0,0,0
1722883529860816260,,187,,1722883529,860527753,"""parsed encoder diag""",0,0,0,0,0,0
1722883529870790663,,188,,1722883529,870430231,"""parsed encoder diag""",0,0,0,0,0,0
1722883529880761238,,189,,1722883529,880496740,"""parsed encoder diag""",0,0,0,0,0,0
1722883529891590430,,190,,1722883529,890855789,"""parsed encoder diag""",0,0,0,0,0,0
1722883529903426014,,191,,1722883529,903105974,"""parsed encoder diag""",0,0,0,0,0,0
1722883529913395721,,192,,1722883529,913160562,"""parsed encoder diag""",0,0,0,0,0,0
1722883529923325272,,193,,1722883529,923059940,"""parsed encoder diag""",0,0,0,0,0,0
1722883529933451456,,194,,1722883529,933103799,"""parsed encoder diag""",0,0,0,0,0,0
1722883529943611728,,195,,1722883529,943232774,"""parsed encoder diag""",0,0,0,0,0,0
1722883529953585269,,196,,1722883529,953286647,"""parsed encoder diag""",0,0,0,0,0,0
1722883529963641715,,197,,1722883529,963316917,"""parsed encoder diag""",0,0,0,0,0,0
1722883529973707830,,198,,1722883529,973305225,"""parsed encoder diag""",0,0,0,0,0,0
1722883529983697847,,199,,1722883529,983288526,"""parsed encoder diag""",0,0,0,0,0,0
1722883529993309966,,200,,1722883529,993021488,"""parsed encoder diag""",0,0,0,0,0,0
1722883530003255510,,201,,1722883530,3007888,"""parsed encoder diag""",0,0,0,0,0,0
1722883530013307567,,202,,1722883530,12994766,"""parsed encoder diag""",0,0,0,0,0,0
1722883530023391885,,203,,1722883530,23141860,"""parsed encoder diag""",0,0,0,0,0,0
1722883530033725107,,204,,1722883530,33327579,"""parsed encoder diag""",0,0,0,0,0,0
1722883530043774706,,205,,1722883530,43356418,"""parsed encoder diag""",0,0,0,0,0,0
1722883530053763337,,206,,1722883530,53343534,"""parsed encoder diag""",0,0,0,0,0,0
1722883530063707204,,207,,1722883530,63370227,"""parsed encoder diag""",0,0,0,0,0,0
1722883530073622428,,208,,1722883530,73294401,"""parsed encoder diag""",0,0,0,0,0,0
1722883530083856980,,209,,1722883530,83389043,"""parsed encoder diag""",0,0,0,0,0,0
1722883530094360316,,210,,1722883530,93862771,"""parsed encoder diag""",0,0,0,0,0,0
1722883530104570829,,211,,1722883530,104062795,"""parsed encoder diag""",0,0,0,0,0,0
1722883530114467199,,212,,1722883530,114006280,"""parsed encoder diag""",0,0,0,0,0,0
1722883530124695864,,213,,1722883530,124070882,"""parsed encoder diag""",0,0,0,0,0,0
1722883530134667080,,214,,1722883530,134030818,"""parsed encoder diag""",0,0,0,0,0,0
1722883530144753773,,215,,1722883530,144120693,"""parsed encoder diag""",0,0,0,0,0,0
1722883530153660546,,216,,1722883530,153310537,"""parsed encoder diag""",0,0,0,0,0,0
1722883530163618968,,217,,1722883530,163254976,"""parsed encoder diag""",0,0,0,0,0,0
1722883530173438987,,218,,1722883530,173195600,"""parsed encoder diag""",0,0,0,0,0,0
1722883530183778476,,219,,1722883530,183341503,"""parsed encoder diag""",0,0,0,0,0,0
1722883530193761735,,220,,1722883530,193418264,"""parsed encoder diag""",0,0,0,0,0,0
1722883530203775109,,221,,1722883530,203366041,"""parsed encoder diag""",0,0,0,0,0,0
1722883530213591124,,222,,1722883530,213276147,"""parsed encoder diag""",0,0,0,0,0,0
1722883530223914173,,223,,1722883530,223468065,"""parsed encoder diag""",0,0,0,0,0,0
1722883530233933948,,224,,1722883530,233536243,"""parsed encoder diag""",0,0,0,0,0,0
1722883530243626794,,225,,1722883530,243277072,"""parsed encoder diag""",0,0,0,0,0,0
1722883530253633087,,226,,1722883530,253246307,"""parsed encoder diag""",0,0,0,0,0,0
1722883530263526864,,227,,1722883530,263260364,"""parsed encoder diag""",0,0,0,0,0,0
1722883530273599086,,228,,1722883530,273269653,"""parsed encoder diag""",0,0,0,0,0,0
1722883530283918267,,229,,1722883530,283380746,"""parsed encoder diag""",0,0,0,0,0,0
1722883530293639573,,230,,1722883530,293212175,"""parsed encoder diag""",0,0,0,0,0,0
1722883530303576525,,231,,1722883530,303287506,"""parsed encoder diag""",0,0,0,0,0,0
1722883530313412370,,232,,1722883530,313127279,"""parsed encoder diag""",0,0,0,0,0,0
1722883530323417683,,233,,1722883530,323165178,"""parsed encoder diag""",0,0,0,0,0,0
1722883530333481969,,234,,1722883530,333165407,"""parsed encoder diag""",0,0,0,0,0,0
1722883530343495034,,235,,1722883530,343216180,"""parsed encoder diag""",0,0,0,0,0,0
1722883530353780645,,236,,1722883530,353353977,"""parsed encoder diag""",0,0,0,0,0,0
1722883530363901149,,237,,1722883530,363452196,"""parsed encoder diag""",0,0,0,0,0,0
1722883530373784718,,238,,1722883530,373424530,"""parsed encoder diag""",0,0,0,0,0,0
1722883530384000460,,239,,1722883530,383517742,"""parsed encoder diag""",0,0,0,0,0,0
1722883530394033282,,240,,1722883530,393553256,"""parsed encoder diag""",0,0,0,0,0,0
1722883530403896533,,241,,1722883530,403445720,"""parsed encoder diag""",0,0,0,0,0,0
1722883530413305475,,242,,1722883530,413060188,"""parsed encoder diag""",0,0,0,0,0,0
1722883530423204112,,243,,1722883530,422964811,"""parsed encoder diag""",0,0,0,0,0,0
1722883530433471967,,244,,1722883530,433177709,"""parsed encoder diag""",0,0,0,0,0,0
1722883530443211855,,245,,1722883530,442969560,"""parsed encoder diag""",0,0,0,0,0,0
1722883530453287499,,246,,1722883530,453032255,"""parsed encoder diag""",0,0,0,0,0,0
1722883530463248057,,247,,1722883530,463020324,"""parsed encoder diag""",0,0,0,0,0,0
1722883530473488093,,248,,1722883530,473167896,"""parsed encoder diag""",0,0,0,0,0,0
1722883530483512270,,249,,1722883530,483174324,"""parsed encoder diag""",0,0,0,0,0,0
1722883530493558382,,250,,1722883530,493237972,"""parsed encoder diag""",0,0,0,0,0,0
1722883530503454034,,251,,1722883530,503166437,"""parsed encoder diag""",0,0,0,0,0,0
1722883530513549902,,252,,1722883530,513299942,"""parsed encoder diag""",0,0,0,0,0,0
1722883530523807284,,253,,1722883530,523398876,"""parsed encoder diag""",0,0,0,0,0,0
1722883530533823549,,254,,1722883530,533431291,"""parsed encoder diag""",0,0,0,0,0,0
1722883530543835365,,255,,1722883530,543471336,"""parsed encoder diag""",0,0,0,0,0,0
1722883530553960109,,256,,1722883530,553501129,"""parsed encoder diag""",0,0,0,0,0,0
1722883530563838739,,257,,1722883530,563424587,"""parsed encoder diag""",0,0,0,0,0,0
1722883530573978989,,258,,1722883530,573403835,"""parsed encoder diag""",0,0,0,0,0,0
1722883530583584031,,259,,1722883530,583243370,"""parsed encoder diag""",0,0,0,0,0,0
1722883530593617703,,260,,1722883530,593261480,"""parsed encoder diag""",0,0,0,0,0,0
1722883530603496088,,261,,1722883530,603199720,"""parsed encoder diag""",0,0,0,0,0,0
1722883530613890585,,262,,1722883530,613586902,"""parsed encoder diag""",0,0,0,0,0,0
1722883530623808712,,263,,1722883530,623301744,"""parsed encoder diag""",0,0,0,0,0,0
1722883530633897492,,264,,1722883530,633505821,"""parsed encoder diag""",0,0,0,0,0,0
1722883530644470058,,265,,1722883530,643890380,"""parsed encoder diag""",0,0,0,0,0,0
1722883530654465440,,266,,1722883530,653914928,"""parsed encoder diag""",0,0,0,0,0,0
1722883530664439135,,267,,1722883530,663954973,"""parsed encoder diag""",0,0,0,0,0,0
1722883530674584673,,268,,1722883530,673981428,"""parsed encoder diag""",0,0,0,0,0,0
1722883530684679205,,269,,1722883530,684072494,"""parsed encoder diag""",0,0,0,0,0,0
1722883530694117375,,270,,1722883530,693592786,"""parsed encoder diag""",0,0,0,0,0,0
1722883530703792800,,271,,1722883530,703406095,"""parsed encoder diag""",0,0,0,0,0,0
1722883530713414782,,272,,1722883530,713162422,"""parsed encoder diag""",0,0,0,0,0,0
1722883530723403043,,273,,1722883530,723138332,"""parsed encoder diag""",0,0,0,0,0,0
1722883530733215064,,274,,1722883530,732994556,"""parsed encoder diag""",0,0,0,0,0,0
1722883530743224059,,275,,1722883530,742963314,"""parsed encoder diag""",0,0,0,0,0,0
1722883530753450327,,276,,1722883530,753182411,"""parsed encoder diag""",0,0,0,0,0,0
1722883530763163520,,277,,1722883530,762948036,"""parsed encoder diag""",0,0,0,0,0,0
1722883530773278838,,278,,1722883530,773026704,"""parsed encoder diag""",0,0,0,0,0,0
1722883530783274212,,279,,1722883530,782967329,"""parsed encoder diag""",0,0,0,0,0,0
1722883530793416391,,280,,1722883530,793116569,"""parsed encoder diag""",0,0,0,0,0,0
1722883530803304433,,281,,1722883530,803054571,"""parsed encoder diag""",0,0,0,0,0,0
1722883530813481164,,282,,1722883530,813129425,"""parsed encoder diag""",0,0,0,0,0,0
1722883530823568638,,283,,1722883530,823196411,"""parsed encoder diag""",0,0,0,0,0,0
1722883530833578542,,284,,1722883530,833237648,"""parsed encoder diag""",0,0,0,0,0,0
1722883530843404880,,285,,1722883530,843155384,"""parsed encoder diag""",0,0,0,0,0,0
1722883530853410854,,286,,1722883530,853128910,"""parsed encoder diag""",0,0,0,0,0,0
1722883530863430631,,287,,1722883530,863180398,"""parsed encoder diag""",0,0,0,0,0,0
1722883530873557689,,288,,1722883530,873223781,"""parsed encoder diag""",0,0,0,0,0,0
1722883530883535759,,289,,1722883530,883220672,"""parsed encoder diag""",0,0,0,0,0,0
1722883530893782664,,290,,1722883530,893269538,"""parsed encoder diag""",0,0,0,0,0,0
1722883530904580674,,291,,1722883530,903916120,"""parsed encoder diag""",0,0,0,0,0,0
1722883530914483378,,292,,1722883530,913877010,"""parsed encoder diag""",0,0,0,0,0,0
1722883530924508596,,293,,1722883530,923922061,"""parsed encoder diag""",0,0,0,0,0,0
1722883530934524896,,294,,1722883530,933881521,"""parsed encoder diag""",0,0,0,0,0,0
1722883530943866115,,295,,1722883530,943386316,"""parsed encoder diag""",0,0,0,0,0,0
1722883530953532336,,296,,1722883530,953193664,"""parsed encoder diag""",0,0,0,0,0,0
1722883530963415428,,297,,1722883530,963085889,"""parsed encoder diag""",0,0,0,0,0,0
1722883530973563551,,298,,1722883530,973227739,"""parsed encoder diag""",0,0,0,0,0,0
1722883530983612456,,299,,1722883530,983217954,"""parsed encoder diag""",0,0,0,0,0,0
1722883530993618175,,300,,1722883530,993191480,"""parsed encoder diag""",0,0,0,0,0,0
1722883531003497771,,301,,1722883531,3183364,"""parsed encoder diag""",0,0,0,0,0,0
1722883531013450528,,302,,1722883531,13129949,"""parsed encoder diag""",0,0,0,0,0,0
1722883531023516604,,303,,1722883531,23177146,"""parsed encoder diag""",0,0,0,0,0,0
1722883531034466745,,304,,1722883531,33871889,"""parsed encoder diag""",0,0,0,0,0,0
1722883531044569774,,305,,1722883531,43933391,"""parsed encoder diag""",0,0,0,0,0,0
1722883531054513443,,306,,1722883531,53899288,"""parsed encoder diag""",0,0,0,0,0,0
1722883531063809163,,307,,1722883531,63481807,"""parsed encoder diag""",0,0,0,0,0,0
